lbl,dflt
"sec 3545","Kundeninformationen anzeigen/bearbeiten Kreditkarteninformationen"
"sec 15802","Service-Aufträge löschen"
"sec 11675","Kreditlimit ändern / Kunden einfrieren (Acct Hold)"
"sec 23932","Jobs als überarbeitet markieren"
"sec 19805","Zahlungen löschen"
"sec 32062","Systemverwalter (SA)"
"sec 27935","Feldtickets löschen"
"sec 40176","Aufgaben verwalten"
"sec 36049","Kunden hinzufügen"
"sec 18603","Kunden bearbeiten"
"sec 22666","Kunden löschen"
"sec 26857","Flagge FT bereit für die Rechnungsstellung"
"sec 30920","Rechnungen erstellen"
"sec 2095","Zahlungen/Berichtigungen eingeben"
"sec 6158","Erstattungen aus Überschusskonten erstellen"
"sec 10349","Manuelle Überschussgutschriften erstellen"
"sec 14412","Auftragsnotizen bearbeiten/löschen"
"sec 51619","Daten-Push-Optionen"
"sec 55682","Verwaltung von Listen"
"sec 31642","Mng Unternehmen/Brancheninformationen"
"sec 27579","Benutzerprotokollnotizen bearbeiten/löschen"
"sec 23512","Ausscheiden von Bestands-SNs außerhalb von FTs"
"sec 19449","Menü Server-Dienstprogramme"
"sec 15134","Zugang zu sensiblen Daten (Löhne, etc.)"
"sec 11071","Kann W.O.s bearbeiten, nachdem sie in Rechnung gestellt wurden"
"sec 7004","Kann interne Teile verbrauchen"
"sec 2941","Liste der Rechnungen drucken"
"sec 64146","Drucken der Kunden- und Kontaktliste zulassen"
"sec 60083","Dies ist ein spezieller Scheduler Only User"
"sec 57869","Drucken von FT-internen Notizen zulassen"
"sec 61996","Rechnungen löschen"
"sec 49743","Nur FT anzeigen (Nur lesen)"
"sec 53870","Adj. Menge im Bestand (nur nicht-serialisiert)"
"sec 41609","Kundenbewertung ändern"
"sec 45736","Vertreter einstellen/ändern"
"sec 33483","Fahrzeug- und Ausrüstungsinspektionen löschen"
"sec 37610","Menü Datenhilfsmittel"
"sec 25349","WOs, Inspektion, A bis Ps, Sicherheitspläne löschen *"
"sec 29476","Scheduler ist schreibgeschützt"
"sec 53564","Abstimmungsbericht *"
"sec 49437","ROP einstellen/ändern"
"sec 61822","Eingeschränkte Benutzer verwalten (keine Sicherheit) *"
"sec 57695","Einlagen löschen"
"sec 37304","Zugang zur Kasse verweigern"
"sec 33177","Zugang zum Angebot verweigern"
"sec 45562","Zugriff auf das Berichtsmenü verweigern"
"sec 41435","Fahrzeuge und Ausrüstung hinzufügen/bearbeiten"
"sec 20532","Job-Zugang verweigern"
"sec 16405","Erweiterten Finder-Zugang verweigern"
"sec 33903","Feldticket-Zugang verweigern"
"sec 37966","Inventar POs bearbeiten"
"sec 42029","Anbieter hinzufügen/bearbeiten"
"sec 46092","(NICHT MEHR VERWENDET)"
"sec 50411","Dokumente löschen"
"sec 54474","Einsicht in die E-Mails anderer verweigern"
"sec 58537","Begriffe festlegen/ändern"
"sec 62600","Kann nur Angebote, Jobs, Invs sehen Vertriebsmitarbeiter auf"
"sec 1383","Kann die Gesamtzahl der Stellen auf Job suchen sehen"
"sec 5446",""
"sec 46942",""
"sec 42879",""
"sec 38684",""
"sec 34621",""
"sec 63450",""
"sec 59387",""
"sec 55192",""
"sec 51129",""
"sec 13910",""
"sec 9847",""
"sec 42848",""
"sec 46913",""
"sec 34594",""
"sec 38659",""
"sec 59364",""
"sec 63429",""
"sec 51110",""
"sec 55175",""
"sec 9832",""
"sec 13897",""
"sec 37969",""
"sec 33904",""
"sec 46099",""
"sec 42034",""
"sec 54485",""
"sec 50420",""
"sec 62615",""
"sec 58550",""
"sec 5465",""
"sec 1400",""
"sec 3535",""
"sec 7662",""
"sec 11661",""
"sec 15788",""
"sec 19787",""
"sec 23914",""
"sec 27913",""
"sec 32040",""
"sec 36039",""
"sec 40166",""
"sec 16126",""
"sec 11999",""
"sec 7868",""
"sec 3741",""
"sec 32378",""
"sec 28251",""
"sec 24120","Niederlassungsleiter (BA)"
"sec 19993",""
"sec 49142",""
"sec 45015",""
"sec 27565",""
"sec 31628",""
"sec 19439",""
"sec 23502",""
"sec 11049",""
"sec 15112",""
"sec 2923",""
"sec 6986",""
"sec 60069",""
"sec 64132",""
"sec 22684",""
"sec 18621",""
"sec 30942",""
"sec 26879",""
"sec 6168",""
"sec 2105",""
"sec 14426",""
"sec 10363",""
"sec 55700",""
"sec 51637",""
"sec 49419",""
"sec 53546",""
"sec 57673",""
"sec 61800",""
"sec 33167",""
"sec 37294",""
"sec 41421",""
"sec 45548",""
"sec 16387",""
"sec 20514",""
"sec 62010",""
"sec 57883",""
"sec 53880",""
"sec 49753",""
"sec 45758",""
"sec 41631",""
"sec 37628",""
"sec 33501",""
"sec 29490",""
"sec 25363",""
"sec 42857",""
"sec 46920",""
"sec 34603",""
"sec 38666",""
"sec 59373",""
"sec 63436",""
"sec 51119",""
"sec 55182",""
"sec 9825",""
"sec 13888",""
"sec 37976",""
"sec 33913",""
"sec 46106",""
"sec 42043",""
"sec 54492",""
"sec 50429",""
"sec 62622",""
"sec 58559",""
"sec 5456",""
"sec 1393",""
"sec 33894",""
"sec 37959",""
"sec 42020",""
"sec 46085",""
"sec 50402",""
"sec 54467",""
"sec 58528",""
"sec 62593",""
"sec 1390",""
"sec 5455",""
"sec 46935",""
"sec 42870",""
"sec 38677",""
"sec 34612",""
"sec 63443",""
"sec 59378",""
"sec 55185",""
"sec 51120",""
"sec 13919",""
"sec 9854",""
"sec 21663",""
"vendors","Anbieter"
"user availability","Verfügbarkeit der Benutzer"
"add user log entry","Benutzerprotokolleintrag hinzufügen"
"secondary","Sekundäres"
"users schedule","Zeitplan des Benutzers"
"general notes","Allgemeine Hinweise"
"surplus account balances","Überschusskontosalden"
"sandbox","Sandkasten"
"sandbox not created yet","Ihre Datenbank verfügt noch nicht über einen Sandkasten zum Spielen. Bitte erstellen Sie einen, um fortzufahren."
"create sandbox","Sandkasten erstellen"
"use sandbox","Spielen im Sandkasten"
"sandbox desc","Die Sandbox ist eine Kopie Ihrer <APPNAME>-Daten und ein Ort, an dem Sie mit Einstellungen, Szenarien usw. spielen können, ohne Ihre eigentlichen <APPNAME>-Daten zu beeinträchtigen.\n\nDie Sandbox kann jederzeit "aufgefrischt" (gelöscht und mit den aktuellsten Daten aktualisiert) werden.\n\nHINWEIS: Die Sandbox wird von allen Mitarbeitern des Unternehmens gemeinsam genutzt."
"refresh sandbox desc","Dadurch wird die Sandbox aktualisiert / neu erstellt (die Sandbox wird gelöscht und mit den aktuellsten Daten aktualisiert)."
"delete sandbox desc","Dadurch wird die Sandbox gelöscht und alle darin enthaltenen Daten gehen verloren."
"switch to sandbox","Dadurch wechseln Sie in die Sandbox, und alle von Ihnen erstellten Aufträge, Angebote, Rechnungen usw. können jederzeit gelöscht werden."
"using sandbox disclaimer","Sandbox-Umgebung. Die Daten können jederzeit gelöscht werden."
"exit sandbox","Sandkasten verlassen"
"exit sandbox disclaimer","Danke fürs Mitspielen im Sandkasten!\n\nWir hoffen, dass es nützlich war und Sie nun bereit sind, alles anzupacken, was auf Sie zukommt. Kommen Sie bald wieder :)"
"cust is inactive","Kunde: <KUNDE> ist inaktiv!\n\nSie können ein Angebot oder einen Auftrag für diesen Kunden erstellen, aber Sie können keinen Arbeitsauftrag erstellen (Sie können niemanden zur Arbeit schicken), solange das Konto inaktiv ist."
"rate of pay groups","Gehaltsgruppen"
"defined groups","Definierte Gruppen"
"bills","Rechnungen"
"bill","Rechnung"
"find bills","Rechnungen finden"
"contracts only","Nur Verträge"
"enter bills","Rechnungen eingeben"
"service only","Nur Service"
"enter bill","Rechnung eingeben"
"ocip/ccip only","Nur OCIP/CCIP"
"bill date","Datum der Rechnung"
"non ocip/ccip only","Nur Nicht-OCIP/CCIP"
"bill due","Rechnung fällig"
"flagged jobs only","Nur markierte Aufträge"
"must enter bill ref no","Sie müssen eine Rechnungsreferenznummer eingeben."
"non flagged jobs only","Nur nicht-geflaggte Jobs"
"must enter bill amount","Sie müssen den Rechnungsbetrag eingeben."
"cert only","Bescheinigung. Nur"
"must specify bill date","Sie müssen das Rechnungsdatum eingeben."
"non cert only","Nur Nicht-Zertifikate"
"must select a vendor","Sie müssen einen Lieferanten auswählen."
"itemized amounts must equal the total","Die einzelnen Beträge müssen dem Gesamtbetrag entsprechen (d.h. alle Zeilen müssen einzeln aufgeführt werden, wenn Sie sich für den Einzelverbindungsnachweis entscheiden)."
"mark as paid","Als bezahlt markieren"
"paid from","Bezahlt von"
"pay from","Bezahlung von"
"bill amt","Bill Amt"
"outstanding bills","Ausstehende Rechnungen"
"sales contact","Vertriebskontakt"
"surplus history","Geschichte des Überschusses"
"work schedule","Zeitplan der Arbeit"
"surplus disrepancy report","Überschuss-Diskrepanz-Bericht"
"start","Start"
"surplus","Überschuss"
"confirm del time block","Sind Sie sicher, dass Sie den markierten Zeitblock löschen wollen?"
"print surplus balance report","Überschussbilanzbericht drucken"
"create user schedule","Benutzerzeitplan erstellen"
"find surplus","Überschüsse finden"
"how do you want to write the schedule","Wie wollen Sie den Zeitplan erstellen?"
"deposits only","Nur Einlagen"
"must enter start date","Muss Startdatum eingeben"
"withdrawals only","Nur Abhebungen"
"must enter end date","Muss Enddatum eingeben"
"refunds only","Nur Erstattungen"
"start date must be after","Das Startdatum muss nach"
"view surplus","Ansicht Überschuss"
"end date must be before","Das Enddatum muss vor"
"surplus discrepancy report","Überschuss-Diskrepanz-Bericht"
"must enter start time","Muss Startzeit eingeben"
"sur discrep info","Damit wird eine Liste der überschüssigen Transaktionen angezeigt, die in den Datumsbereich fallen, aber vor oder nach dem Datumsbereich erstellt wurden (d. h. rückdatiert usw.)."
"must enter end time","Muss Endzeit eingeben"
"start time must be before end time","Die Startzeit muss vor der Endzeit liegen"
"must select a status","Sie müssen einen Status auswählen"
"overwrite","Überschreiben Sie"
"append","Anhängen"
"start date","Datum des Beginns"
"end date","Enddatum"
"are you still there","Sind Sie noch da?\nWenn Sie nicht antworten, werden Sie um <ZEIT> abgemeldet.\n\n<span style="color:red">** Alle nicht gespeicherten Änderungen gehen verloren **</span>\n\n<img style="margin-top:10px; max-height:200px;" src="../img/stillThere.png" />"
"im still here","Ich bin immer noch hier"
"tax rate names","Namen der Steuersätze"
"auto sign out","Automatische Abmeldung"
"sign out after","Abmeldung nach"
"set at corp office only","Satz bei Corp. Nur Büro"
"does not apply to mobile app","Gilt nicht für die mobile App"
"tax rate instructions","Definieren Sie Ihre(n) Steuersatz(e) unten. Jede Steuersatzdefinition unterstützt bis zu vier (4) verschiedene Sätze/Typen. Steuertypen werden in den Zweigeinstellungen festgelegt. Geben Sie in der Aufgabendefinition an, welche Art von Steuersatz jede Aufgabe verwendet."
"tax type","Steuerart"
"find vendors","Anbieter finden"
"defined vendors","Definierte Anbieter"
"print checks","Schecks drucken"
"write check","Scheck schreiben"
"checks","Schecks"
"returned nsf","Zurückgeschickt\n(NSF)"
"applied invoice amount","Angewandt\nRechnung:Betrag"
"adj reason","Adj Grund"
"surplus dep dt","Überschuss Dep.\n Tt"
"posted by","Verfasst von"
"from surplus","Aus Überschüssen"
"flagged","Markiert"
"cert/non-cert","Zert./Nicht-Zert."
"quote id","Zitat ID"
"",""
"first wo","Erste WO"
"last wo","Letzte WO"
"wo count","WO-Zahl"
"req no","Anf. Nr."
"custom flds","Benutzerdefinierte Flds"
"job est total","Stelle(n) Schätzung Gesamt"
"converted only","Nur umgewandelt"
"non converted only","Nur Nicht-Konvertierte"
"has activity between","Hat Aktivität zwischen"
"no activity between","Keine Aktivität zwischen"
"esigned only","Nur eSigned"
"link sent but not signed","Link gesendet, aber nicht unterschrieben"
"link not sent (and not signed)","Link nicht gesendet (und nicht unterschrieben)"
"not esigned","Nicht eSigned"
"activity log","Aktivitätsprotokoll"
"quote expires","Zitat Erlischt"
"converted","Umgewandelt"
"esigned","eSigned"
"sales rep scheduled","Handelsvertreter.\nGeplant"
"sr sched time","S.R. Sched\nZeit"
"esig link sent","eSig-Link\nGesendet"
"esigned","eSigned"
"total linked quotes individually","Total Linked Quotes Individuell"
"force min job price in totals","Kraft Min. Arbeitsplatzpreis In Summe"
"cust only","Nur für Kunden"
"leads only","Nur Leads"
"active quotes","Aktive Zitate"
"new within","Neu Innerhalb"
"with at least","Mindestens mit"
"rating","Bewertung"
"frozen status","Eingefrorener Status"
"stars","Sterne"
"frozen only","Nur gefroren"
"unfrozen only","Nur ungefroren"
"address type","Adresse Typ"
"find by inv no","Suche nach Inv.-Nr."
"unrated","Unbewertet"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"other 1 off","Sonstiges / 1-Off"
"manage rate of pay groups","Gehaltsgruppen verwalten"
"users and jobs","Benutzer & Jobs"
"straight time","Gerade Zeit"
"over time","Im Laufe der Zeit"
"double time","Doppelte Zeit"
"manage rate of pay group","Gehaltsgruppe verwalten"
"labor rate","Arbeitsrate"
"labor benefit","Arbeitsleistung"
"other rate","Andere Rate"
"other benefit","Andere Leistungen"
"jc benefits","JC-Vorteile"
"define rate of pay","Lohnsatz definieren"
"jc costs","J.C. Kosten"
"other time","Andere Zeit"
"medical","Medizinische"
"dental","Zahnärztliche"
"401k","401K"
"apprentice","Auszubildender"
"job costing info","Zusätzliche Kosten für Job Costing.\n(z. B. Arbeitgeberanteil an den Gewerkschaftsbeiträgen usw.)"
"copy to","Kopie an"
"must enter job costing benefit name","Sie müssen die Kostenvorteile der Stelle nennen/beschreiben."
"must specify a type","Sie müssen einen Typ angeben"
"rate of pay","Lohnsatz"
"pay type","Lohnart"
"pay details","Details bezahlen"
"hourly via clock in out","Stündlich (über Clock In/Out)"
"hourly via field tickets and clock","Stündlich (über Field Tickets & Clock In/Out)"
"salary","Gehalt"
"hourly rate","Stundensatz"
"hourly benefit","Stündliche Leistung"
"salary per pay month","Gehalt pro Zahlungsmonat"
"ft rate of pay group","FT-Gehaltsgruppe"
"addl rate","Zusätzlicher Satz"
"tot rate of pay","Tot. Lohnsatz"
"select or define rate of pay group","Tarifgruppe auswählen oder definieren"
"view modify rate of pay group","Gehaltsgruppe anzeigen/ändern"
"clear rate of pay group","Clear Rate of Pay Gruppe"
"direct pay deductions","Direkte Lohnabzüge"
"itemize direct pay deductions","Aufschlüsselung der direkten Lohnabzüge"
"pension","Pension"
"holiday","Urlaub"
"health","Gesundheit"
"life","Leben"
"certified jobs only","Nur zertifizierte Jobs"
"via field tickets","Über Field Tickets"
"via clock in out","Über Clock In/Out (z.B. Meetings, Shop Time, etc.)"
"undefined","Unbestimmt"
"help docs info label","Klicken Sie hier für weitere Informationen über die Verwendung dieses"
"vendor inv id","Rechnung Id"
"delete bill","Rechnung löschen"
"department","Abteilung"
"user id","Benutzer-ID"
"gender","Geschlecht"
"work class","Arbeit Klasse"
"ethnicity","Ethnizität"
"set availability","Verfügbarkeit einstellen"
"basic info","Grundlegende Informationen"
"extended","Erweitert"
"sched tm","Zeitplan. Tm"
"select vendor","Anbieter auswählen"
"view modify vendor","Anbieter anzeigen/ändern"
"view bill","Rechnung ansehen"
"pmt ref no","Pmt. Ref-Nr."
"expense id","Rechnungen bezahlen ID"
"bill ref no","Gesetzentwurf Nr."
"approved","Genehmigt"
"applied bill amount","Angewandte Rechnung:Betrag"
"find expense","Verlauf der Rechnungszahlung"
"week","Woche"
"past due","Überfällig"
"due within","Fällig innerhalb"
"need to print","Drucken müssen"
"weeks","Wochen"
"bill count","Anzahl der Rechnungen"
"bill bal","Bill Bal."
"bill is already paid in full","Die Rechnung ist bereits vollständig bezahlt"
"xls friendly","(.xls freundlich)"
"xls raw","(.xls raw)"
"popup blocker detected","Oje! Es sieht so aus, als ob das Öffnen von PDFs/Berichten in einer neuen Registerkarte blockiert ist (Pop-ups). Bitte gehen Sie zu den Einstellungen Ihres Browsers und schalten Sie "Pop-ups blockieren" aus."
