lbl,dflt
"exit sandbox disclaimer","Obrigado por brincar na caixa de areia!\n\nEsperamos que tenha sido benéfico e que esteja agora pronto para enfrentar o que o espera. Volte em breve :)"
"cust is inactive","Cliente: <CUST> está inativo!\n\nÉ possível criar um orçamento ou um trabalho para este cliente, mas não é possível criar uma ordem de trabalho (não é possível enviar ninguém para trabalhar) enquanto a conta estiver inativa."
"rate of pay groups","Grupos de taxas de remuneração"
"defined groups","Grupos definidos"
"bills","Contas"
"bill","Fatura"
"find bills","Procurar facturas"
"contracts only","Apenas contratos"
"enter bills","Introduzir facturas"
"service only","Apenas serviço"
"enter bill","Introduzir fatura"
"ocip/ccip only","Apenas OCIP/CCIP"
"bill date","Data da fatura"
"non ocip/ccip only","Apenas não-OCIP/CCIP"
"bill due","Fatura devida"
"flagged jobs only","Apenas trabalhos assinalados"
"must enter bill ref no","É necessário introduzir um número de referência da fatura."
"non flagged jobs only","Apenas empregos sem bandeira"
"must enter bill amount","É necessário introduzir o montante da fatura."
"cert only","Certificado. Apenas"
"must specify bill date","É necessário introduzir a data da fatura."
"non cert only","Apenas não certificados"
"must select a vendor","É necessário selecionar um fornecedor."
"itemized amounts must equal the total","Os montantes discriminados devem ser iguais ao montante total (ou seja, todas as linhas devem ser discriminadas se optar por discriminar)"
"mark as paid","Marcar como pago"
"paid from","Pago a partir de"
"pay from","Pagamento de"
"bill amt","Bill Amt"
"outstanding bills","Contas a pagar"
"sales contact","Contacto comercial"
"surplus history","História dos excedentes"
"work schedule","Horário de trabalho"
"surplus disrepancy report","Relatório de excedente e discrepância"
"start","Início"
"surplus","Excedente"
"confirm del time block","Tem a certeza de que pretende eliminar o bloco de tempo destacado?"
"print surplus balance report","Imprimir relatório de saldo excedente"
"create user schedule","Criar agenda do utilizador"
"find surplus","Encontrar excedentes"
"how do you want to write the schedule","Como é que quer escrever o calendário?"
"deposits only","Apenas depósitos"
"must enter start date","Deve introduzir a data de início"
"withdrawals only","Apenas levantamentos"
"must enter end date","Deve introduzir a data final"
"refunds only","Apenas reembolsos"
"start date must be after","A data de início deve ser posterior a"
"view surplus","Ver excedentes"
"end date must be before","A data final deve ser anterior a"
"surplus discrepancy report","Relatório de discrepância de excedentes"
"must enter start time","Deve introduzir a hora de início"
"sur discrep info","Isto exibirá uma lista de transacções excedentárias que foram datadas no intervalo de datas, mas que foram criadas antes ou depois do intervalo de datas (ou seja, com data retroactiva, etc.)."
"must enter end time","Deve introduzir a hora de fim"
"start time must be before end time","A hora de início deve ser anterior à hora de fim"
"must select a status","É necessário selecionar um estado"
"overwrite","Substituir"
"append","Anexar"
"start date","Data de início"
"end date","Data final"
"are you still there","Ainda aí estás?\nSerá desconectado em <TIME> se não responder.\n\n<span style="color:red">** Quaisquer alterações não guardadas serão perdidas **</span>\n\n<img style="margin-top:10px; max-height:200px;" src="../img/stillThere.png" />"
"im still here","Ainda cá estou"
"tax rate names","Nomes de taxas de imposto"
"auto sign out","Terminar sessão automaticamente"
"sign out after","Terminar sessão depois"
"set at corp office only","Definido na Corp. Office"
"does not apply to mobile app","Não se aplica à aplicação móvel"
"tax rate instructions","Defina sua(s) taxa(s) abaixo. Cada definição de taxa de imposto suporta até quatro (4) taxas/tipos diferentes. Os tipos de taxa são definidos nas configurações da filial. Especifique o tipo de taxa que cada tarefa utiliza na definição da tarefa."
"tax type","Tipo de imposto"
"find vendors","Encontrar fornecedores"
"defined vendors","Fornecedores definidos"
"print checks","Imprimir cheques"
"write check","Escrever cheque"
"checks","Cheques"
"returned nsf","Devolvido\n(NSF)"
"applied invoice amount","Aplicada\nFatura:Montante"
"adj reason","Adj Motivo"
"surplus dep dt","Excedente Dep.\n Dt"
"posted by","Publicado por"
"from surplus","De excedentes"
"flagged","Marcado"
"cert/non-cert","Certificado/não certificado"
"quote id","Citar ID"
"",""
"first wo","Primeiro WO"
"last wo","Último WO"
"wo count","Contagem de WO"
"req no","Req. Não"
"custom flds","Edifícios personalizados"
"job est total","Emprego(s) Est. Total"
"converted only","Apenas convertido"
"non converted only","Apenas não convertidos"
"has activity between","Tem atividade entre"
"no activity between","Nenhuma atividade entre"
"esigned only","Apenas eSigned"
"link sent but not signed","Ligação enviada mas não assinada"
"link not sent (and not signed)","Ligação não enviada (e não assinada)"
"not esigned","Não assinado"
"activity log","Registo de actividades"
"quote expires","Citar Expirações"
"converted","Convertido"
"esigned","eAssinado"
"sales rep scheduled","Representante de vendas.\nProgramado"
"sr sched time","S.R. Sched\nTempo"
"esig link sent","Ligação eSig\nEnviado"
"esigned","eAssinado"
"total linked quotes individually","Total de cotações ligadas individualmente"
"force min job price in totals","Força Mín. Preço do trabalho Em totais"
"cust only","Apenas clientes"
"leads only","Apenas contactos"
"active quotes","Citações activas"
"new within","Novo no interior"
"with at least","Com pelo menos"
"rating","Classificação"
"frozen status","Estado congelado"
"stars","Estrelas"
"frozen only","Apenas congelados"
"unfrozen only","Apenas não congelados"
"address type","Tipo de endereço"
"find by inv no","Procurar por nº de inv."
"unrated","Sem classificação"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"other 1 off","Outros / 1-Off"
"manage rate of pay groups","Gerir grupos de taxas de remuneração"
"users and jobs","Utilizadores e empregos"
"straight time","Tempo inteiro"
"over time","Ao longo do tempo"
"double time","Tempo duplo"
"manage rate of pay group","Gerir grupo de taxas de remuneração"
"labor rate","Taxa de trabalho"
"labor benefit","Prestação de trabalho"
"other rate","Outra taxa"
"other benefit","Outras prestações"
"jc benefits","Benefícios JC"
"define rate of pay","Definir taxa de remuneração"
"jc costs","J.C. Custos"
"other time","Outro horário"
"medical","Médico"
"dental","Dentária"
"401k","401K"
"apprentice","Aprendiz"
"job costing info","Custos adicionais para o cálculo do custo do trabalho.\n(ou seja, a parte do empregador nas quotizações sindicais, etc.)"
"copy to","Copiar para"
"must enter job costing benefit name","É necessário nomear/descrever os benefícios de custos do emprego."
"must specify a type","É necessário especificar um tipo"
"rate of pay","Taxa de remuneração"
"pay type","Tipo de remuneração"
"pay details","Detalhes do pagamento"
"hourly via clock in out","Por hora (através de relógio de entrada/saída)"
"hourly via field tickets and clock","Por hora (através de bilhetes de campo e registo de entrada/saída)"
"salary","Salário"
"hourly rate","Taxa horária"
"hourly benefit","Benefício por hora"
"salary per pay month","Salário por mês de pagamento"
"ft rate of pay group","Grupo de remuneração FT"
"addl rate","Taxa adicional"
"tot rate of pay","Tot. Taxa de remuneração"
"select or define rate of pay group","Selecionar ou definir grupo de taxa de remuneração"
"view modify rate of pay group","Ver/Modificar grupo de taxa de remuneração"
"clear rate of pay group","Grupo de remuneração clara"
"direct pay deductions","Deduções directas no salário"
"itemize direct pay deductions","Especificar as deduções do pagamento direto"
"pension","Pensão"
"holiday","Férias"
"health","Saúde"
"life","Vida"
"certified jobs only","Apenas empregos certificados"
"via field tickets","Bilhetes Via Field"
"via clock in out","Através do relógio de entrada/saída (ou seja, reuniões, tempo de trabalho, etc.)"
"undefined","Indefinido"
"help docs info label","Clique aqui para obter mais informações sobre como utilizar este"
"vendor inv id","Id do projeto de lei"
"delete bill","Apagar fatura"
"department","Departamento"
"user id","ID do utilizador"
"gender","Género"
"work class","Classe de trabalho"
"ethnicity","Etnia"
"set availability","Definir disponibilidade"
"basic info","Informações básicas"
"extended","Alargado"
"sched tm","Programação. Tm"
"select vendor","Selecionar fornecedor"
"view modify vendor","Ver/Modificar fornecedor"
"view bill","Ver fatura"
"pmt ref no","Pmt. N.º de referência"
"expense id","ID de pagamento de facturas"
"bill ref no","Número de referência da fatura"
"approved","Aprovado"
"applied bill amount","Fatura aplicada:Montante"
"find expense","Histórico de pagamento de facturas"
"week","Semana"
"past due","Vencido"
"due within","Vencimento dentro de"
"need to print","Necessidade de imprimir"
"weeks","Semanas"
"bill count","Contagem de facturas"
"bill bal","Bill Bal."
"bill is already paid in full","A fatura já está paga na totalidade"
"xls friendly","(em formato .xls)"
"xls raw","(.xls raw)"
"popup blocker detected","Uh-oh! Parece que a abertura de PDFs / relatórios num novo separador está bloqueada (pop-ups). Vá às Definições do seu browser e desactive a opção "Bloquear pop-ups"
"original value","Valor original"
"new value","Novo valor"
"mobile device","Dispositivo móvel"
"ft no","FT n.º."
"straight time 2","Str Tm"
"over time 2","OT"
"double time 2","Dbl Tm"
"certified 2","Certificado."
"approve all time 2","Aprovar\n Todo o tempo"
"select checks to print","Selecionar cheques a imprimir"
"verify print settings","Verificar definições de impressão"
"verify settings","Verificar definições"
"must select at least one check to print","É necessário selecionar pelo menos 1 cheque para imprimir."
"check style","Verificar estilo"
"voucher","Vale"
"first check number","Primeiro cheque #"
"adjust alignment","Ajustar o alinhamento"
"horizontal","Horizontal"
"vertical","Vertical"
"print test page","Imprimir página de teste"
"checks print okay","Os seus cheques foram impressos corretamente? Se não, clique em "Não" e pode voltar a imprimi-los."
"printed ok","Impresso OK"
"ending check number","Número do cheque final"
"check align info","Isto irá ajustar todos os campos"
"cannot delete bill with payments","BILL: <VENDINVID> foi objeto de pagamentos. Não é possível eliminar uma fatura depois de os pagamentos terem sido efectuados."
"confirm del bill","Tem a certeza de que pretende eliminar a fatura: <INVOICEID>?\n\nIsto não pode ser anulado. Só prossiga se pretender eliminar permanentemente esta fatura."
"must enter reason for del bill","É necessário introduzir um motivo para eliminar esta fatura"
"download save",""
"user docs",""
"open in new tab",""
"add docs",""
"who am i through",""
"domain address",""
"hosted by",""
"mx record",""
"email provider does not match",""
"talking to the server please wait",""
"branch email server",""
"ft qty ready",""
"ft qty to inv",""
"choose media source",""
"camera",""
"gallery",""
"to techs",""
"link will expire at",""
"to site contacts",""
"text link is not link for customers",""
"text link expires how to get longer",""
"cannot text base64 string",""
"weekly scheduler",""
"confirm self pic change",""
"daily scheduler",""
"picture",""
"lines to show",""
"line",""
"lines",""
"show start times",""
"background color",""
"font color",""
"ft returned",""
"needs review",""
"only partially scheduled",""
